matrix,block_list
"[[-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 5, 5, 5], [-1, 1, 1, 1, 1, 5, 5, 5], [-1, 1, 1, 1, 1, 5, 5, 5], [-1, 1, -1, 2, 2, 2, 2, 2], [-1, 3, 2, 5, 4, 6, 6, 6], [-1, 3, 2, 5, 5, 6, 6, 6], [-1, 2, 2, 2, 4, 6, 6, 6]]","[11, 22, 4]"
"[[-1, -1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[11, 22, 31]"
"[[-1, -1, -1, -1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, -1, -1, -1, -1], [1, 1, 1, 1, -1, -1, 1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [-1, -1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [-1, -1, -1, 1, 1, 1, 1, -1]]","[13, 35, 9]"
"[[-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [1, 1, -1, 1, 1, -1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, -1, 1, 1, 1, 1]]","[8, 8, 9]"
"[[-1, -1, -1, 1, 2, 2, 1, 6], [1, -1, 3, 2, 2, 7, 7, 7], [6, -1, 6, 6, 1, 3, 7, 6], [1, -1, -1, -1, 3, 1, -1, -1], [3, -1, 1, 3, 3, 6, -1, -1], [6, -1, -1, 6, 3, 3, 3, -1], [1, 6, 6, 6, -1, -1, -1, -1], [-1, -1, 3, 6, 1, 1, 1, 1]]","[11, 21, 9]"
"[[1, 1, 3, 1, 4, 1, -1, 4], [-1, 1, 3, 1, 4, 4, 4, 3], [1, 1, 3, 1, 1, 4, 3, -1], [1, 4, 3, 1, 4, -1, -1, -1], [1, 1, 4, 6, 4, 3, -1, -1], [3, 3, 4, 6, 4, -1, -1, 4], [4, 3, 4, 4, 4, -1, 3, 1], [-1, -1, -1, -1, -1, -1, 3, 4]]","[14, 33, 33]"
"[[-1, -1, -1, -1, -1, 1, 1, 1], [-1, 1, 5, 5, 5, 1, 1, 1], [-1, 1, 5, 5, 5, 3, 3, 3], [-1, 1, 5, 5, 5, 3, 3, 3], [-1, 1, 5, 5, 5, 3, 3, 3], [-1, 4, 4, 5, 1, 1, 1, 1], [-1, 4, 4, 4, 2, 2, 2, 2], [-1, 4, 4, 4, -1, -1, -1, -1]]","[11, 17, 22]"
"[[-1, 1, 1, 1, -1, 1, 1, 1], [-1, 1, 1, 1, -1, 1, 1, 1], [-1, 1, 1, 1, -1, 1, 1, 1], [-1, -1, -1, 1, -1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, -1, 1, 1, 1], [-1, 1, 1, 1, -1, 1, 1, 1], [-1, 1, 1, 1, -1, 1, 1, 1]]","[11, 7, 9]"
"[[1, 1, 7, 7, -1, -1, 2, -1], [1, 2, -1, 2, -1, 4, 6, 6], [-1, 2, 7, 7, 4, 4, 6, 2], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 3, 2, 7, 7, 7, 1, -1], [2, 2, 1, 7, 7, 7, 3, -1], [-1, -1, 1, 5, 5, 1, 3, 3], [7, -1, 2, 5, 5, 7, 2, 3]]","[11, 17, 6]"
"[[1, -1, -1, 1, -1, -1, -1, 1], [-1, -1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, -1, -1, 1, 1, 1, -1], [-1, 1, 1, -1, 1, 1, 1, -1], [1, -1, 1, 1, 1, 1, 1, 1]]","[14, 15, 30]"
"[[1, 1, 1, -1, -1, -1, -1, -1], [1, 1, 1, -1, 3, 1, 1, 1], [4, 4, 4, -1, 5, 1, 1, 1], [6, 6, 6, -1, 6, 1, 1, 1], [1, 4, 4, -1, 4, 4, 4, 4], [1, 5, 4, -1, 3, 3, 3, 4], [5, 5, 5, -1, 3, 3, 3, 4], [-1, -1, -1, -1, -1, -1, -1, -1]]","[11, 11, 22]"
"[[1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, -1, 1, 1, -1], [-1, -1, -1, -1, 1, -1, 1, 1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[11, 11, 23]"
"[[-1, -1, -1, -1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, -1, -1, 1], [1, 1, 1, -1, -1, -1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 3, 3]"
"[[1, 1, -1, 1, 1, 1, 1, 1], [1, 2, -1, 2, 2, 2, 2, 2], [1, 2, -1, -1, -1, 2, 1, 2], [-1, -1, 1, 5, 2, 2, 5, 1], [5, -1, 6, 6, 6, 5, 5, 5], [5, -1, 6, 2, 1, 5, -1, 5], [5, -1, 1, -1, -1, -1, -1, 1], [5, 5, 5, -1, -1, -1, -1, -1]]","[23, 32, 42]"
"[[-1, -1, -1, 1, -1, 1, 1, 1], [-1, 1, -1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, -1, -1], [-1, 1, 1, 1, 1, 1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, -1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1]]","[12, 21, 9]"
"[[1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [-1, -1, -1, 1, -1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[22, 23, 35]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, -1, 1, -1]]","[11, 12, 22]"
"[[-1, 1, -1, -1, -1, -1, -1, -1], [1, -1, -1, 1, 1, 1, 1, 1], [-1, 1, -1, 1, 1, 1, 1, 1], [-1, 1, -1, 1, 1, 1, 1, -1], [-1, 1, -1, 1, 1, 1, 1, 1], [-1, 1, -1, 1, 1, 1, 1, -1], [-1, 1, -1, 1, 1, 1, 1, 1], [-1, 1, -1, 1, 1, 1, 1, -1]]","[22, 25, 35]"
"[[1, 1, -1, 1, -1, -1, 2, 3], [3, 3, -1, -1, 2, 3, 1, -1], [-1, 1, 3, -1, 1, 1, -1, 1], [1, 2, 1, 1, 5, 3, 1, -1], [-1, -1, -1, 5, 5, 1, -1, -1], [-1, -1, -1, 5, 4, 1, -1, 2], [7, 7, 1, 1, 4, 4, 1, -1], [7, 7, 3, 3, 1, 4, 2, -1]]","[16, 17, 30]"
"[[1, 1, 2, 2, 2, 4, -1, 2], [1, 1, 2, 1, -1, -1, -1, 4], [1, 4, 2, 4, 4, 2, 4, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [4, 4, 3, 4, 1, 1, 4, -1], [-1, 1, 2, 2, -1, 1, 4, -1], [-1, -1, 2, 2, 2, 2, 1, 2], [-1, -1, 1, 2, -1, -1, -1, -1]]","[16, 33, 7]"
"[[1, -1, 1, -1, 1, -1, -1, 1], [1, -1, -1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [-1, 1, 1, -1, -1, 1, 1, 1], [-1, 1, 1, -1, 1, 1, 1, -1]]","[20, 27, 9]"
"[[-1, 1, -1, -1, -1, -1, -1, 1], [1, 1, 1, 1, 1, 1, -1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, -1, 1, -1], [-1, -1, 1, 1, 1, -1, 1, -1], [1, -1, 1, 1, 1, -1, 1, -1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, -1]]","[11, 11, 22]"
"[[1, 1, 1, 3, 6, 6, 2, -1], [6, 6, 6, 4, 7, 7, 7, -1], [6, 6, 6, 4, 7, 7, 7, -1], [6, 6, 6, 4, 7, 7, 7, -1], [2, 1, 1, 4, 3, 1, 2, -1], [2, 1, 1, 4, 3, 7, 2, -1], [1, 1, 1, -1, 3, 7, 5, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[11, 22, 5]"
"[[1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [-1, -1, 1, -1, 1, 1, 1, 1], [-1, -1, 1, -1, 1, 1, 1, 1], [1, 1, -1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, -1], [1, 1, 1, -1, 1, 1, -1, -1], [1, 1, 1, -1, -1, -1, 1, -1]]","[22, 23, 25]"
"[[1, 1, 1, 1, -1, -1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, -1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, -1]]","[31, 9, 9]"
"[[1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, -1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, -1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, -1, 1]]","[19, 22, 8]"
"[[1, -1, -1, -1, 1, 1, -1, 2], [1, 1, 2, -1, 2, 2, 2, -1], [1, 2, 1, -1, -1, 6, 6, 2], [-1, 6, 6, -1, 6, 6, 6, 1], [2, -1, 6, -1, 6, 6, 6, 2], [1, -1, 6, -1, 2, 2, 2, 2], [6, 6, 2, -1, -1, 1, 6, 6], [1, 2, 2, -1, 2, -1, -1, 6]]","[12, 22, 35]"
"[[1, 1, -1, -1, -1, -1, 4, -1], [-1, -1, 1, 1, 5, 4, 4, 1], [7, 1, 1, 7, 5, 3, 1, -1], [2, 2, 2, 5, 5, 3, -1, -1], [7, 2, 1, 1, 3, 1, 5, -1], [1, 7, 6, 1, 3, 1, -1, -1], [7, 1, 1, 1, 3, 7, 1, -1], [-1, 6, 6, 1, 3, 7, 7, 7]]","[15, 17, 25]"
"[[-1, 1, 1, -1, 6, 6, 6, 6], [-1, 1, 1, 6, -1, 6, 6, 6], [-1, 6, 1, 1, 1, -1, 6, 6], [2, 1, 1, -1, 1, 6, 6, -1], [-1, -1, 1, 1, 2, 6, 6, -1], [-1, -1, -1, -1, 2, 2, 2, -1], [-1, -1, -1, 2, 2, -1, -1, -1], [6, 6, -1, 1, 6, 1, -1, -1]]","[13, 24, 31]"
"[[-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 22, 36]"
"[[1, 1, -1, 1, 1, 1, 1, 1], [1, 1, -1, 1, 1, 1, 1, 1], [-1, -1, -1, 1, -1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1], [1, 1, -1, -1, 1, 1, 1, 1], [1, 1, -1, 1, 1, 1, 1, 1], [1, 1, -1, 1, 1, 1, -1, -1], [1, 1, -1, 1, 1, -1, -1, 1]]","[14, 22, 24]"
"[[1, 1, 1, -1, -1, -1, -1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, 1, -1, -1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[13, 37, 6]"
"[[1, 1, 1, -1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, -1, -1, 1, 1, 1, 1], [1, 1, -1, -1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, -1, -1], [-1, -1, 1, -1, -1, -1, -1, 1]]","[17, 18, 36]"
"[[-1, 1, -1, 1, 1, 1, 1, 1], [-1, 1, -1, 1, 1, 1, 1, 1], [1, 1, -1, 1, 1, 1, 1, 1], [1, 1, -1, 1, 1, 1, 1, 1], [1, 1, -1, 1, 1, 1, 1, 1], [-1, -1, -1, 1, 1, 1, 1, 1], [1, 1, -1, 1, 1, 1, 1, 1], [1, 1, -1, -1, -1, -1, -1, -1]]","[11, 12, 7]"
"[[-1, 2, 2, 2, 2, 1, 1, 1], [-1, 1, 1, 1, 2, 2, 2, -1], [3, 1, 1, 1, 2, 2, 2, -1], [3, 1, 1, 1, 6, 6, 6, -1], [3, 3, 3, 3, 6, 6, 6, -1], [3, 3, 3, 3, 6, 6, 6, -1], [3, 3, 3, 3, 7, 7, 7, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[13, 28, 28]"
"[[1, -1, -1, 1, 1, 1, 1, 1], [-1, 1, -1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, -1, -1, -1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, 1, -1, -1, 1, 1, 1, 1], [1, -1, -1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1]]","[13, 15, 2]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 5, 3, 3, 3, -1, -1], [-1, 5, 5, 3, 3, 3, 5, -1], [1, 5, 1, 3, 5, 3, -1, 5], [-1, 1, 1, 3, 1, 5, 5, -1], [-1, 1, 1, 1, 3, 5, 5, -1], [1, 5, 1, 1, 1, 3, 5, -1], [-1, 6, 6, 6, 6, 6, 5, 1]]","[11, 32, 4]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 2, -1, 1, 1, 1, -1], [1, -1, 2, -1, 1, 7, 7, -1], [1, -1, 2, 2, 1, 7, 7, -1], [3, 3, 3, 3, 3, 7, 7, -1], [4, 2, 2, 1, 1, 6, 6, -1], [4, 2, 2, 1, 1, 6, 6, -1], [4, 4, 4, 1, 1, 6, 6, -1]]","[13, 15, 37]"
"[[-1, 1, 1, 1, 1, 1, -1, -1], [-1, 1, 1, 1, 1, 1, -1, 1], [-1, -1, -1, 1, 1, 1, -1, 1], [1, -1, -1, 1, 1, 1, -1, 1], [-1, -1, 1, 1, 1, 1, -1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [-1, 1, 1, -1, -1, -1, 1, 1]]","[19, 30, 8]"
"[[-1, 1, 1, 1, 1, -1, -1, 1], [-1, 1, -1, 1, 1, 1, -1, -1], [-1, -1, -1, 1, 1, -1, -1, 1], [-1, 1, 1, 1, 1, 1, -1, 1], [-1, 1, 1, 1, 1, 1, -1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, -1, -1, 1, 1, 1]]","[18, 32, 33]"
"[[1, 1, 1, -1, -1, -1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, -1, -1, 1, 1], [-1, 1, 1, -1, 1, 1, -1, 1], [1, 1, 1, -1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, -1, 1, 1, -1, 1]]","[19, 21, 21]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 7, 7, 7], [-1, 6, 4, 2, 2, 2, 7, 3], [-1, 3, 3, 3, 6, 7, 7, 7], [-1, 4, 6, 6, 6, -1, -1, -1], [-1, 4, 6, 3, 6, 5, 5, 5], [-1, 4, 6, 1, 6, 5, 5, 5], [-1, 4, 1, 1, 1, 5, 5, 5]]","[11, 21, 22]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 4, 4, 6, 5], [1, 1, 1, -1, 4, 4, 3, 3], [5, 1, 6, -1, 4, 4, 3, 3], [5, 1, -1, 6, 1, 6, 1, -1], [5, -1, 6, 4, 4, 4, 6, 5], [-1, 5, -1, 5, -1, -1, 6, -1], [1, 5, 5, 5, 6, 1, -1, 6]]","[11, 34, 7]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1]]","[3, 33, 7]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 5, 3, -1], [7, 7, 7, 7, 7, 5, 3, -1], [6, 6, 6, 6, 6, -1, -1, -1], [7, 7, 7, 7, 7, 5, 3, -1], [7, 1, 1, 1, 4, 4, 4, -1], [7, 1, 1, 1, 4, 4, 4, -1], [7, 1, 1, 1, 4, 4, 4, -1]]","[11, 2, 22]"
"[[1, 1, 1, -1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1]]","[11, 22, 30]"
"[[-1, 1, -1, 1, 1, 1, 1, 1], [-1, 1, -1, 1, 1, 1, 1, 1], [1, 1, -1, 1, 1, 1, -1, -1], [1, -1, -1, 1, 1, 1, -1, -1], [-1, 1, -1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, -1], [1, 1, 1, -1, -1, -1, 1, 1]]","[11, 24, 7]"
"[[1, -1, -1, 1, -1, -1, 1, 1], [1, -1, -1, 1, -1, 1, 1, 1], [1, 1, -1, 1, -1, 1, 1, 1], [-1, -1, -1, -1, -1, 1, 1, 1], [1, 1, -1, 1, -1, 1, 1, 1], [1, 1, -1, 1, -1, 1, 1, 1], [1, 1, -1, 1, -1, 1, -1, -1], [1, 1, -1, 1, -1, -1, 1, 1]]","[22, 36, 7]"
"[[1, -1, -1, 1, 1, 1, 1, -1], [-1, -1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, 1, 1, -1, 1, -1], [-1, 1, 1, 1, -1, -1, -1, -1], [1, 1, 1, 1, 1, -1, -1, -1]]","[14, 17, 17]"
"[[1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 22, 36]"
"[[-1, -1, -1, -1, 1, -1, 1, -1], [-1, -1, 1, -1, -1, 1, -1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, -1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, -1, -1]]","[29, 34, 7]"
"[[1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [1, -1, 1, -1, -1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, -1, 1, 1, 1, 1, 1]]","[2, 3, 5]"
"[[-1, 1, 1, -1, -1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, -1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, -1, -1, -1]]","[13, 22, 24]"
"[[1, 1, 1, 6, 6, 6, -1, -1], [1, 1, 1, 6, 6, 6, -1, -1], [5, 5, 5, 5, 5, 4, -1, -1], [4, 4, 4, 4, 4, 7, 4, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [4, 4, 4, 4, 4, 7, 5, -1], [4, 4, 4, 4, 4, 7, 5, -1], [4, 4, 4, 4, 4, 7, 5, -1]]","[11, 12, 36]"
"[[-1, 1, -1, -1, 1, -1, -1, -1], [1, 1, -1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, -1, 1, -1, -1]]","[35, 6, 9]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [-1, -1, -1, 2, 2, 2, 2, 2], [2, 2, 2, -1, 2, 2, 2, 2], [2, 2, 2, -1, 2, 2, 2, 2], [2, 2, 2, -1, 2, 2, 2, 2], [2, 2, 2, -1, 2, 2, 2, 2], [2, 2, 2, -1, 2, 2, 2, 2], [2, 2, 2, -1, 2, 2, 2, 2]]","[11, 22, 35]"
"[[-1, 1, -1, -1, 1, -1, -1, 1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, -1, 1, -1, -1], [-1, 1, 1, -1, 1, 1, 1, -1], [-1, -1, 1, -1, 1, 1, 1, -1]]","[20, 32, 36]"
"[[1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, -1, 1, -1, 1, 1, 1], [-1, -1, -1, -1, -1, 1, 1, 1], [-1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [1, -1, 1, -1, 1, 1, 1, 1], [-1, -1, 1, -1, 1, 1, 1, 1]]","[11, 25, 31]"
"[[-1, -1, 1, 1, 1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, 1, 1, 1]]","[11, 22, 6]"
"[[1, -1, -1, -1, -1, -1, 1, 1], [-1, 3, 3, -1, -1, -1, 7, -1], [-1, 1, 3, -1, 1, 1, -1, 7], [6, 7, 1, -1, 1, 1, 1, -1], [6, 6, 7, -1, 1, 1, 1, 1], [6, 2, 2, -1, 7, 7, 2, 2], [4, 4, 4, -1, 7, 7, 2, 2], [4, 4, 4, -1, 7, 7, 2, 7]]","[11, 21, 7]"
"[[-1, -1, -1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [-1, -1, 1, 1, 1, -1, -1, 1], [-1, 1, 1, 1, 1, 1, -1, 1], [-1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, -1, 1, -1, 1], [1, 1, -1, -1, 1, 1, -1, -1]]","[16, 31, 36]"
"[[1, 1, 1, -1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, -1, -1, 1], [1, 1, 1, 1, 1, -1, -1, -1], [-1, -1, -1, 1, 1, 1, -1, -1]]","[13, 16, 17]"
"[[1, -1, -1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, -1, 1, 1, 1, 1], [-1, -1, -1, -1, 1, 1, 1, 1], [-1, -1, -1, -1, 1, 1, 1, 1]]","[11, 35, 36]"
